Epoca,Longitud,"Lon (deg)" – STK,Latitud,"Lat (deg)" – STK,DIF LON 200 m,DIF LAT 10 km
2017-03-08 02:51:00,'8,230','8,228','-77,429','-77,502','-0,0018','-0,0734'
2017-03-08 02:52:00,'-5,644','-5,645','-79,971','-80,03','-0,0015','-0,0591'
2017-03-08 02:53:00,'-26,540','-26,542','-81,640','-81,69','-0,0019','-0,0498'
2017-03-08 02:54:00,'-52,555','-52,557','-81,879','-81,928','-0,0020','-0,0489'
2017-03-08 02:55:00,'-75,514','-75,516','-80,578','-80,634','-0,0019','-0,0558'
2017-03-08 02:56:00,'-91,281','-91,284','-78,238','-78,307','-0,0028','-0,0692'
2017-03-08 02:57:00,'-101,501','-101,504','-75,348','-75,433','-0,0025','-0,0852'
2017-03-08 02:58:00,'-108,372','-108,375','-72,173','-72,275','-0,0030','-0,1015'
2017-03-08 02:59:00,'-113,257','-113,259','-68,842','-68,959','-0,0023','-0,1166'
2017-03-08 03:00:00,'-116,916','-116,919','-65,418','-65,55','-0,0030','-0,1319'
2017-03-08 03:01:00,'-119,781','-119,784','-61,935','-62,079','-0,0030','-0,1444'
2017-03-08 03:02:00,'-122,108','-122,11','-58,412','-58,567','-0,0023','-0,1555'
2017-03-08 03:03:00,'-124,055','-124,058','-54,861','-55,024','-0,0028','-0,1634'
2017-03-08 03:04:00,'-125,727','-125,73','-51,289','-51,459','-0,0029','-0,1695'
2017-03-08 03:05:00,'-127,193','-127,196','-47,703','-47,877','-0,0026','-0,1738'
2017-03-08 03:06:00,'-128,503','-128,505','-44,105','-44,279','-0,0023','-0,1737'
2017-03-08 03:07:00,'-129,690','-129,693','-40,498','-40,67','-0,0027','-0,1717'
2017-03-08 03:08:00,'-130,782','-130,785','-36,884','-37,051','-0,0028','-0,1670'
2017-03-08 03:09:00,'-131,798','-131,8','-33,264','-33,424','-0,0021','-0,1603'
2017-03-08 03:10:00,'-132,753','-132,755','-29,639','-29,789','-0,0023','-0,1504'
2017-03-08 03:11:00,'-133,658','-133,661','-26,010','-26,147','-0,0025','-0,1375'
2017-03-08 03:12:00,'-134,525','-134,528','-22,377','-22,5','-0,0030','-0,1230'
2017-03-08 03:13:00,'-135,360','-135,363','-18,742','-18,848','-0,0028','-0,1062'
2017-03-08 03:14:00,'-136,171','-136,173','-15,104','-15,192','-0,0023','-0,0878'
2017-03-08 03:15:00,'-136,962','-136,965','-11,465','-11,533','-0,0025','-0,0683'
2017-03-08 03:16:00,'-137,740','-137,743','-7,824','-7,871','-0,0025','-0,0474'
2017-03-08 03:17:00,'-138,509','-138,512','-4,181','-4,207','-0,0026','-0,0257'
2017-03-08 03:18:00,'-139,274','-139,276','-0,538','-0,541','-0,0023','-0,0029'
2017-03-08 03:19:00,'-140,037','-140,04','3,106','3,125','-0,0027','0,0193'
2017-03-08 03:20:00,'-140,805','-140,807','6,750','6,791','-0,0023','0,0412'
2017-03-08 03:21:00,'-141,580','-141,582','10,394','10,456','-0,0021','0,0621'
2017-03-08 03:22:00,'-142,368','-142,37','14,038','14,12','-0,0023','0,0823'
2017-03-08 03:23:00,'-143,173','-143,175','17,681','17,782','-0,0021','0,1013'
2017-03-08 03:24:00,'-144,001','-144,004','21,323','21,441','-0,0028','0,1184'
2017-03-08 03:25:00,'-144,859','-144,862','24,963','25,097','-0,0029','0,1341'
2017-03-08 03:26:00,'-145,754','-145,757','28,601','28,748','-0,0029','0,1470'
2017-03-08 03:27:00,'-146,696','-146,698','32,236','32,394','-0,0025','0,1577'
2017-03-08 03:28:00,'-147,695','-147,697','35,868','36,034','-0,0023','0,1661'
2017-03-08 03:29:00,'-148,766','-148,768','39,495','39,666','-0,0020','0,1712'
2017-03-08 03:30:00,'-149,928','-149,93','43,116','43,29','-0,0022','0,1744'
2017-03-08 03:31:00,'-151,204','-151,207','46,729','46,903','-0,0025','0,1744'
2017-03-08 03:32:00,'-152,629','-152,631','50,331','50,503','-0,0024','0,1716'
2017-03-08 03:33:00,'-154,245','-154,248','53,921','54,087','-0,0026','0,1662'
2017-03-08 03:34:00,'-156,119','-156,121','57,492','57,65','-0,0020','0,1581'
2017-03-08 03:35:00,'-158,344','-158,346','61,038','61,185','-0,0021','0,1471'
2017-03-08 03:36:00,'-161,064','-161,066','64,548','64,683','-0,0021','0,1349'
2017-03-08 03:37:00,'-164,508','-164,511','68,005','68,126','-0,0028','0,1211'
2017-03-08 03:38:00,'-169,059','-169,062','71,379','71,484','-0,0026','0,1055'
2017-03-08 03:39:00,'-175,387','-175,389','74,614','74,703','-0,0022','0,0892'
