"Time (DD/MM/YYYY)","Lat (DMS)","Lon (DMS)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
08/03/2017 14:40:00.000,11:07:35.9989 S,51:43:33.8422 E,658.478071,0.061018,-0.013043,-0.016121
08/03/2017 14:41:00.000,07:27:51.7352 S,50:56:57.3646 E,657.576333,0.061056,-0.012863,-0.013919
08/03/2017 14:42:00.000,03:48:00.5106 S,50:10:51.7673 E,656.810629,0.061083,-0.012756,-0.011595
08/03/2017 14:43:00.000,00:08:04.7313 S,49:25:01.4941 E,656.187032,0.061098,-0.012721,-0.009190
08/03/2017 14:44:00.000,03:31:53.1964 N,48:39:11.4830 E,655.709183,0.061103,-0.012754,-0.006745
08/03/2017 14:45:00.000,07:11:50.8558 N,47:53:06.6772 E,655.378254,0.061096,-0.012858,-0.004301
08/03/2017 14:46:00.000,10:51:45.8082 N,47:06:31.5350 E,655.192953,0.061078,-0.013036,-0.001898
08/03/2017 14:47:00.000,14:31:35.5796 N,46:19:09.5083 E,655.149578,0.061048,-0.013293,0.000424
08/03/2017 14:48:00.000,18:11:17.6414 N,45:30:42.4473 E,655.242103,0.061006,-0.013640,0.002626
08/03/2017 14:49:00.000,21:50:49.3810 N,44:40:49.8893 E,655.462316,0.060952,-0.014087,0.004675
08/03/2017 14:50:00.000,25:30:08.0583 N,43:49:08.1672 E,655.799983,0.060885,-0.014654,0.006537
08/03/2017 14:51:00.000,29:09:10.7412 N,42:55:09.2520 E,656.243059,0.060804,-0.015362,0.008185
08/03/2017 14:52:00.000,32:47:54.2102 N,41:58:19.2048 E,656.777917,0.060707,-0.016244,0.009594
08/03/2017 14:53:00.000,36:26:14.8194 N,40:57:56.0488 E,657.389607,0.060592,-0.017344,0.010744
08/03/2017 14:54:00.000,40:04:08.2901 N,39:53:06.7703 E,658.062138,0.060455,-0.018720,0.011621
08/03/2017 14:55:00.000,43:41:29.4057 N,38:42:42.9855 E,658.778772,0.060291,-0.020458,0.012214
08/03/2017 14:56:00.000,47:18:11.5478 N,37:25:14.5128 E,659.522327,0.060092,-0.022676,0.012519
08/03/2017 14:57:00.000,50:54:05.9798 N,35:58:39.5716 E,660.275488,0.059847,-0.025553,0.012536
08/03/2017 14:58:00.000,54:29:00.7040 N,34:20:09.3688 E,661.021110,0.059536,-0.029354,0.012270
08/03/2017 14:59:00.000,58:02:38.5773 N,32:25:43.0199 E,661.742525,0.059129,-0.034492,0.011732
08/03/2017 15:00:00.000,61:34:34.0698 N,30:09:25.1681 E,662.423827,0.058577,-0.041639,0.010937
08/03/2017 15:01:00.000,65:04:07.4141 N,27:22:11.3047 E,663.050148,0.057794,-0.051921,0.009903
08/03/2017 15:02:00.000,68:30:13.4324 N,23:49:30.2153 E,663.607913,0.056622,-0.067328,0.008656
08/03/2017 15:03:00.000,71:50:58.8003 N,19:06:59.8497 E,664.085069,0.054754,-0.091531,0.007221
08/03/2017 15:04:00.000,75:02:52.6202 N,12:31:49.3108 E,664.471288,0.051548,-0.131476,0.005630
08/03/2017 15:05:00.000,77:58:53.4225 N,02:46:47.4642 E,664.758142,0.045592,-0.199577,0.003915
08/03/2017 15:06:00.000,80:24:20.5409 N,12:16:15.1470 W,664.939244,0.033907,-0.309120,0.002111
08/03/2017 15:07:00.000,81:51:12.5294 N,34:33:57.2004 W,665.010353,0.012616,-0.426006,0.000254
08/03/2017 15:08:00.000,81:47:28.8188 N,60:48:01.4100 W,664.969449,-0.014585,-0.419692,-0.001617
08/03/2017 15:09:00.000,80:14:52.9513 N,82:33:13.8243 W,664.816765,-0.035098,-0.299443,-0.003466
08/03/2017 15:10:00.000,77:46:18.0518 N,97:06:41.9922 W,664.554789,-0.046199,-0.193039,-0.005254
08/03/2017 15:11:00.000,74:48:40.9168 N,106:33:27.1149 W,664.188219,-0.051868,-0.127642,-0.006947
08/03/2017 15:12:00.000,71:35:54.4543 N,112:57:54.1540 W,663.723896,-0.054938,-0.089252,-0.008507
08/03/2017 15:13:00.000,68:14:37.6049 N,117:33:53.9603 W,663.170687,-0.056737,-0.065908,-0.009904
08/03/2017 15:14:00.000,64:48:11.0236 N,121:02:25.9809 W,662.539343,-0.057873,-0.050991,-0.011107
08/03/2017 15:15:00.000,61:18:23.1218 N,123:46:53.3866 W,661.842321,-0.058635,-0.041003,-0.012089
08/03/2017 15:16:00.000,57:46:16.5565 N,126:01:15.4179 W,661.093580,-0.059175,-0.034042,-0.012827
08/03/2017 15:17:00.000,54:12:29.7187 N,127:54:18.4240 W,660.308344,-0.059574,-0.029024,-0.013302
08/03/2017 15:18:00.000,50:37:27.3476 N,129:31:46.9678 W,659.502848,-0.059880,-0.025306,-0.013500
08/03/2017 15:19:00.000,47:01:26.1135 N,130:57:35.2446 W,658.694059,-0.060122,-0.022488,-0.013410
08/03/2017 15:20:00.000,43:24:37.7227 N,132:14:27.7469 W,657.899387,-0.060319,-0.020311,-0.013028
08/03/2017 15:21:00.000,39:47:10.7296 N,133:24:23.4001 W,657.136378,-0.060481,-0.018605,-0.012354
08/03/2017 15:22:00.000,36:09:11.6378 N,134:28:50.4377 W,656.422406,-0.060617,-0.017252,-0.011393
08/03/2017 15:23:00.000,32:30:45.5931 N,135:28:55.8828 W,655.774367,-0.060732,-0.016171,-0.010157
08/03/2017 15:24:00.000,28:51:56.8320 N,136:25:31.7800 W,655.208368,-0.060828,-0.015304,-0.008660
08/03/2017 15:25:00.000,25:12:48.9780 N,137:19:19.4051 W,654.739435,-0.060909,-0.014607,-0.006924
08/03/2017 15:26:00.000,21:33:25.2416 N,138:10:52.1846 W,654.381234,-0.060975,-0.014051,-0.004973
08/03/2017 15:27:00.000,17:53:48.5552 N,139:00:37.7708 W,654.145812,-0.061029,-0.013611,-0.002836
08/03/2017 15:28:00.000,14:14:01.6659 N,139:48:59.5550 W,654.043361,-0.061070,-0.013272,-0.000546
08/03/2017 15:29:00.000,10:34:07.1977 N,140:36:17.8006 W,654.082020,-0.061099,-0.013021,0.001862
08/03/2017 15:30:00.000,06:54:07.6938 N,141:22:50.5186 W,654.267707,-0.061117,-0.012850,0.004349
08/03/2017 15:31:00.000,03:14:05.6449 N,142:08:54.1685 W,654.603984,-0.061123,-0.012752,0.006874
08/03/2017 15:32:00.000,00:25:56.4923 S,142:54:44.2465 W,655.091974,-0.061117,-0.012724,0.009398
08/03/2017 15:33:00.000,04:05:56.2817 S,143:40:35.8041 W,655.730310,-0.061101,-0.012765,0.011878
08/03/2017 15:34:00.000,07:45:51.2972 S,144:26:43.9371 W,656.515136,-0.061073,-0.012878,0.014273
08/03/2017 15:35:00.000,11:25:39.1117 S,145:13:24.2772 W,657.440142,-0.061034,-0.013064,0.016543
08/03/2017 15:36:00.000,15:05:17.2827 S,146:00:53.5199 W,658.496652,-0.060984,-0.013332,0.018648
08/03/2017 15:37:00.000,18:44:43.3313 S,146:49:30.0287 W,659.673750,-0.060922,-0.013689,0.020554
08/03/2017 15:38:00.000,22:23:54.7115 S,147:39:34.5615 W,660.958435,-0.060848,-0.014149,0.022228
08/03/2017 15:39:00.000,26:02:48.7635 S,148:31:31.1843 W,662.335830,-0.060761,-0.014730,0.023638
08/03/2017 15:40:00.000,29:41:22.6453 S,149:25:48.4594 W,663.789406,-0.060661,-0.015456,0.024761
08/03/2017 15:41:00.000,33:19:33.2333 S,150:23:01.0404 W,665.301241,-0.060545,-0.016360,0.025575
08/03/2017 15:42:00.000,36:57:16.9751 S,151:23:51.8683 W,666.852300,-0.060412,-0.017486,0.026064
08/03/2017 15:43:00.000,40:34:29.6755 S,152:29:15.2725 W,668.422732,-0.060257,-0.018896,0.026217
08/03/2017 15:44:00.000,44:11:06.1767 S,153:40:21.4616 W,669.992178,-0.060076,-0.020677,0.026029
08/03/2017 15:45:00.000,47:46:59.8750 S,154:58:43.1965 W,671.540088,-0.059859,-0.022953,0.025499
08/03/2017 15:46:00.000,51:22:01.9717 S,156:26:25.9906 W,673.046034,-0.059595,-0.025909,0.024631
08/03/2017 15:47:00.000,54:56:00.2786 S,158:06:24.1871 W,674.490025,-0.059264,-0.029819,0.023435
08/03/2017 15:48:00.000,58:28:37.2410 S,160:02:47.1863 W,675.852811,-0.058835,-0.035117,0.021927
08/03/2017 15:49:00.000,61:59:26.5290 S,162:21:43.8883 W,677.116171,-0.058256,-0.042502,0.020125
08/03/2017 15:50:00.000,65:27:46.8607 S,165:12:41.2245 W,678.263187,-0.057436,-0.053156,0.018053
08/03/2017 15:51:00.000,68:52:30.1582 S,168:50:49.1622 W,679.278497,-0.056209,-0.069171,0.015741
08/03/2017 15:52:00.000,72:11:37.3441 S,173:41:39.4164 W,680.148517,-0.054249,-0.094411,0.013217
08/03/2017 15:53:00.000,75:21:25.5503 S,179:29:50.0578 E,680.861645,-0.050871,-0.136168,0.010518
08/03/2017 15:54:00.000,78:14:27.5998 S,169:22:57.1698 E,681.408424,-0.044574,-0.207207,0.007681
08/03/2017 15:55:00.000,80:35:11.9907 S,153:46:54.5853 E,681.781686,-0.032252,-0.319339,0.004743
08/03/2017 15:56:00.000,81:54:45.8756 S,130:59:07.7009 E,681.976647,-0.010287,-0.430119,0.001747
08/03/2017 15:57:00.000,81:42:53.8163 S,104:56:18.7345 E,681.990981,0.016556,-0.410159,-0.001268
08/03/2017 15:58:00.000,80:05:02.5054 S,83:51:42.8606 E,681.824848,0.036062,-0.288480,-0.004260
08/03/2017 15:59:00.000,77:34:17.2737 S,69:50:17.7916 E,681.480890,0.046517,-0.186223,-0.007186
08/03/2017 16:00:00.000,74:36:08.1387 S,60:42:11.1183 E,680.964194,0.051886,-0.123822,-0.010009
08/03/2017 16:01:00.000,71:23:34.3970 S,54:28:14.8640 E,680.282214,0.054819,-0.087059,-0.012688
08/03/2017 16:02:00.000,68:02:50.9310 S,49:58:25.3328 E,679.444661,0.056554,-0.064584,-0.015187
08/03/2017 16:03:00.000,64:37:07.6223 S,46:33:42.1288 E,678.463357,0.057659,-0.050151,-0.017472
08/03/2017 16:04:00.000,61:08:07.6853 S,43:51:43.0070 E,677.352066,0.058407,-0.040446,-0.019514
08/03/2017 16:05:00.000,57:36:51.0341 S,41:39:01.0616 E,676.126280,0.058942,-0.033659,-0.021284
08/03/2017 16:06:00.000,54:03:54.4747 S,39:47:07.9537 E,674.802996,0.059342,-0.028752,-0.022760
08/03/2017 16:07:00.000,50:29:41.7462 S,38:10:29.6356 E,673.400454,0.059653,-0.025108,-0.023923
08/03/2017 16:08:00.000,46:54:28.8340 S,36:45:18.3179 E,671.937864,0.059903,-0.022341,-0.024760
08/03/2017 16:09:00.000,43:18:26.9404 S,35:28:53.5587 E,670.435111,0.060109,-0.020200,-0.025262
08/03/2017 16:10:00.000,39:41:44.2251 S,34:19:19.0779 E,668.912455,0.060282,-0.018519,-0.025425
08/03/2017 16:11:00.000,36:04:26.8680 S,33:15:08.4192 E,667.390212,0.060430,-0.017185,-0.025250
08/03/2017 16:12:00.000,32:26:39.7402 S,32:15:15.7820 E,665.888443,0.060558,-0.016119,-0.024746
08/03/2017 16:13:00.000,28:48:26.8396 S,31:18:49.9806 E,664.426641,0.060669,-0.015262,-0.023922
08/03/2017 16:14:00.000,25:09:51.5808 S,30:25:10.3527 E,663.023426,0.060766,-0.014574,-0.022798
08/03/2017 16:15:00.000,21:30:56.9904 S,29:33:43.9160 E,661.696250,0.060849,-0.014025,-0.021394
08/03/2017 16:16:00.000,17:51:45.8403 S,28:44:03.3426 E,660.461130,0.060919,-0.013591,-0.019737
08/03/2017 16:17:00.000,14:12:20.7386 S,27:55:45.4790 E,659.332391,0.060978,-0.013257,-0.017856
08/03/2017 16:18:00.000,10:32:44.1924 S,27:08:30.2352 E,658.322449,0.061025,-0.013009,-0.015785
08/03/2017 16:19:00.000,06:52:58.6498 S,26:21:59.7242 E,657.441620,0.061061,-0.012841,-0.013560
08/03/2017 16:20:00.000,03:13:06.5280 S,25:35:57.5711 E,656.697963,0.061086,-0.012746,-0.011220
08/03/2017 16:21:00.000,00:26:49.7675 N,24:50:08.3315 E,656.097172,0.061100,-0.012721,-0.008806
08/03/2017 16:22:00.000,04:06:47.8294 N,24:04:16.9767 E,655.642497,0.061102,-0.012766,-0.006358
08/03/2017 16:23:00.000,07:46:45.2381 N,23:18:08.4055 E,655.334719,0.061094,-0.012881,-0.003917
08/03/2017 16:24:00.000,11:26:39.5504 N,22:31:26.9532 E,655.172160,0.061074,-0.013071,-0.001524
08/03/2017 16:25:00.000,15:06:28.2849 N,21:43:55.8590 E,655.150740,0.061042,-0.013342,0.000781
08/03/2017 16:26:00.000,18:46:08.9018 N,20:55:16.6575 E,655.264079,0.060999,-0.013704,0.002962
08/03/2017 16:27:00.000,22:25:38.7717 N,20:05:08.4425 E,655.503630,0.060942,-0.014169,0.004983
08/03/2017 16:28:00.000,26:04:55.1288 N,19:13:06.9399 E,655.858859,0.060873,-0.014756,0.006813
08/03/2017 16:29:00.000,29:43:55.0026 N,18:18:43.2984 E,656.317453,0.060790,-0.015490,0.008425
08/03/2017 16:30:00.000,33:22:35.1166 N,17:21:22.4633 E,656.865557,0.060690,-0.016403,0.009794
08/03/2017 16:31:00.000,37:00:51.7401 N,16:20:20.9341 E,657.488036,0.060572,-0.017542,0.010902
08/03/2017 16:32:00.000,40:38:40.4692 N,15:14:43.5895 E,658.168760,0.060431,-0.018969,0.011735
08/03/2017 16:33:00.000,44:15:55.9005 N,14:03:19.0829 E,658.890901,0.060262,-0.020774,0.012283
08/03/2017 16:34:00.000,47:52:31.1359 N,12:44:32.9828 E,659.637234,0.060057,-0.023084,0.012543
08/03/2017 16:35:00.000,51:28:17.0114 N,11:16:17.2637 E,660.390450,0.059803,-0.026086,0.012514
08/03/2017 16:36:00.000,55:03:00.8640 N,09:35:33.6933 E,661.133461,0.059479,-0.030067,0.012205
08/03/2017 16:37:00.000,58:36:24.4832 N,07:38:06.6482 E,661.849698,0.059053,-0.035470,0.011625
08/03/2017 16:38:00.000,62:08:00.5638 N,05:17:36.8778 E,662.523402,0.058471,-0.043023,0.010791
08/03/2017 16:39:00.000,65:37:06.2477 N,02:24:19.4674 E,663.139894,0.057640,-0.053955,0.009722
08/03/2017 16:40:00.000,69:02:30.6719 N,01:17:28.3340 W,663.685824,0.056383,-0.070453,0.008443
08/03/2017 16:41:00.000,72:22:09.3623 N,06:14:20.9278 W,664.149400,0.054359,-0.096575,0.006982
08/03/2017 16:42:00.000,75:32:08.0096 N,13:13:19.7616 W,664.520583,0.050840,-0.139999,0.005369
08/03/2017 16:43:00.000,78:24:33.5136 N,23:38:57.3494 W,664.791260,0.044225,-0.214046,0.003638
08/03/2017 16:44:00.000,80:42:57.9548 N,39:46:21.9736 W,664.955377,0.031235,-0.329653,0.001823
08/03/2017 16:45:00.000,81:57:12.9219 N,63:08:11.2799 W,665.009041,0.008384,-0.436496,-0.000038
08/03/2017 16:46:00.000,81:38:00.3966 N,89:11:11.6045 W,664.950587,-0.018531,-0.404268,-0.001909
08/03/2017 16:47:00.000,79:54:09.4305 N,109:46:18.1926 W,664.780607,-0.037396,-0.279786,-0.003750
08/03/2017 16:48:00.000,77:19:33.6480 N,123:20:54.2637 W,664.501940,-0.047365,-0.180196,-0.005526
08/03/2017 16:49:00.000,74:18:51.8047 N,132:11:49.7661 W,664.119632,-0.052482,-0.120129,-0.007199
08/03/2017 16:50:00.000,71:04:24.7213 N,138:15:13.2499 W,663.640850,-0.055287,-0.084764,-0.008736
08/03/2017 16:51:00.000,67:42:08.5177 N,142:38:21.8406 W,663.074770,-0.056952,-0.063095,-0.010104
08/03/2017 16:52:00.000,64:15:04.2952 N,145:58:39.1493 W,662.432426,-0.058014,-0.049139,-0.011273
08/03/2017 16:53:00.000,60:44:51.0056 N,148:37:34.1884 W,661.726526,-0.058733,-0.039731,-0.012218
08/03/2017 16:54:00.000,57:12:26.4066 N,150:48:03.9036 W,660.971246,-0.059246,-0.033136,-0.012916
08/03/2017 16:55:00.000,53:38:26.1886 N,152:38:19.0722 W,660.181985,-0.059628,-0.028360,-0.013347
08/03/2017 16:56:00.000,50:03:13.5218 N,154:13:43.0037 W,659.375114,-0.059922,-0.024807,-0.013500
08/03/2017 16:57:00.000,46:27:04.1244 N,155:37:56.6615 W,658.567688,-0.060156,-0.022105,-0.013364
08/03/2017 16:58:00.000,42:50:09.1046 N,156:53:35.9957 W,657.777157,-0.060347,-0.020012,-0.012935
08/03/2017 16:59:00.000,39:12:36.6311 N,158:02:34.2403 W,657.021060,-0.060505,-0.018369,-0.012216
08/03/2017 17:00:00.000,35:34:32.9535 N,159:06:15.7322 W,656.316716,-0.060637,-0.017064,-0.011211
08/03/2017 17:01:00.000,31:56:03.0480 N,160:05:44.7646 W,655.680912,-0.060748,-0.016021,-0.009932
08/03/2017 17:02:00.000,28:17:11.0371 N,161:01:51.4316 W,655.129603,-0.060842,-0.015183,-0.008396
08/03/2017 17:03:00.000,24:38:00.4672 N,161:55:15.5942 W,654.677616,-0.060920,-0.014510,-0.006624
08/03/2017 17:04:00.000,20:58:34.4970 N,162:46:29.6412 W,654.338376,-0.060985,-0.013974,-0.004642
08/03/2017 17:05:00.000,17:18:56.0242 N,163:36:00.4591 W,654.123649,-0.061036,-0.013551,-0.002478
08/03/2017 17:06:00.000,13:39:07.7726 N,164:24:10.8748 W,654.043313,-0.061075,-0.013227,-0.000167
08/03/2017 17:07:00.000,09:59:12.3510 N,165:11:20.7412 W,654.105164,-0.061103,-0.012989,0.002255
08/03/2017 17:08:00.000,06:19:12.2928 N,165:57:47.7797 W,654.314752,-0.061118,-0.012829,0.004751
08/03/2017 17:09:00.000,02:39:10.0819 N,166:43:48.2600 W,654.675257,-0.061122,-0.012742,0.007279
08/03/2017 17:10:00.000,01:00:51.8289 S,167:29:37.5741 W,655.187408,-0.061115,-0.012726,0.009798
08/03/2017 17:11:00.000,04:40:51.0059 S,168:15:30.7484 W,655.849442,-0.061097,-0.012778,0.012267
08/03/2017 17:12:00.000,08:20:45.0238 S,169:01:42.9303 W,656.657107,-0.061068,-0.012902,0.014644
08/03/2017 17:13:00.000,12:00:31.4541 S,169:48:29.8834 W,657.603712,-0.061027,-0.013101,0.016890
08/03/2017 17:14:00.000,15:40:07.8503 S,170:36:08.5254 W,658.680216,-0.060975,-0.013382,0.018966
08/03/2017 17:15:00.000,19:19:31.7253 S,171:24:57.5471 W,659.875359,-0.060911,-0.013755,0.020837
08/03/2017 17:16:00.000,22:58:40.5186 S,172:15:18.1646 W,661.175829,-0.060835,-0.014233,0.022470
08/03/2017 17:17:00.000,26:37:31.5469 S,173:07:35.0695 W,662.566469,-0.060746,-0.014835,0.023836
08/03/2017 17:18:00.000,30:16:01.9313 S,174:02:17.6717 W,664.030513,-0.060644,-0.015587,0.024911
08/03/2017 17:19:00.000,33:54:08.4912 S,175:00:01.7743 W,665.549842,-0.060525,-0.016522,0.025674
08/03/2017 17:20:00.000,37:31:47.5891 S,176:01:31.8897 W,667.105272,-0.060389,-0.017689,0.026110
08/03/2017 17:21:00.000,41:08:54.9016 S,177:07:44.5228 W,668.676851,-0.060230,-0.019151,0.026209
08/03/2017 17:22:00.000,44:45:25.0791 S,178:19:52.9446 W,670.244169,-0.060044,-0.021001,0.025966
08/03/2017 17:23:00.000,48:21:11.2284 S,179:39:34.3162 W,671.786673,-0.059821,-0.023371,0.025381
08/03/2017 17:24:00.000,51:56:04.1079 S,178:50:59.3706 E,673.283986,-0.059548,-0.026457,0.024460
08/03/2017 17:25:00.000,55:29:50.8366 S,177:08:43.9586 E,674.716215,-0.059204,-0.030553,0.023214
08/03/2017 17:26:00.000,59:02:12.7453 S,175:09:14.6845 E,676.064254,-0.058755,-0.036126,0.021657
08/03/2017 17:27:00.000,62:32:41.6433 S,172:45:57.6729 E,677.310073,-0.058145,-0.043934,0.019810
08/03/2017 17:28:00.000,66:00:32.9973 S,169:48:43.6325 E,678.436985,-0.057275,-0.055267,0.017699
08/03/2017 17:29:00.000,69:24:32.7219 S,166:01:07.3978 E,679.429896,-0.055959,-0.072425,0.015350
08/03/2017 17:30:00.000,72:42:29.9042 S,160:55:17.9441 E,680.275525,-0.053833,-0.099679,0.012796
08/03/2017 17:31:00.000,75:50:16.7402 S,153:41:54.5807 E,680.962601,-0.050124,-0.145078,0.010073
08/03/2017 17:32:00.000,78:39:31.1742 S,142:52:43.1283 E,681.482024,-0.043128,-0.222214,0.007216
08/03/2017 17:33:00.000,80:52:50.3508 S,126:11:00.5365 E,681.826998,-0.029456,-0.339794,0.004267
08/03/2017 17:34:00.000,81:59:25.6949 S,102:23:13.6914 E,681.993127,-0.006021,-0.438369,0.001264
08/03/2017 17:35:00.000,81:32:20.6264 S,76:38:59.6369 E,681.978479,0.020346,-0.393576,-0.001750
08/03/2017 17:36:00.000,79:43:48.5983 S,56:44:46.4494 E,681.783609,0.038226,-0.269426,-0.004734
08/03/2017 17:37:00.000,77:07:23.5270 S,43:39:50.3187 E,681.411555,0.047618,-0.173973,-0.007647
08/03/2017 17:38:00.000,74:06:19.3929 S,35:05:54.5290 E,680.867784,0.052470,-0.116643,-0.010449
08/03/2017 17:39:00.000,70:52:09.4588 S,29:12:08.4944 E,680.160118,0.055155,-0.082748,-0.013102
08/03/2017 17:40:00.000,67:30:28.7426 S,24:54:41.6055 E,679.298615,0.056762,-0.061868,-0.015569
08/03/2017 17:41:00.000,64:04:08.8080 S,21:37:57.1376 E,678.295419,0.057796,-0.048355,-0.017818
08/03/2017 17:42:00.000,60:34:43.9415 S,19:01:20.9852 E,677.164583,0.058503,-0.039208,-0.019818
08/03/2017 17:43:00.000,57:03:09.4024 S,16:52:25.5595 E,675.921856,0.059013,-0.032774,-0.021543
08/03/2017 17:44:00.000,53:29:59.4170 S,15:03:16.5612 E,674.584451,0.059396,-0.028102,-0.022971
08/03/2017 17:45:00.000,49:55:36.2188 S,13:28:40.3695 E,673.170781,0.059696,-0.024618,-0.024083
08/03/2017 17:46:00.000,46:20:14.8771 S,12:05:01.9604 E,671.700186,0.059938,-0.021964,-0.024867
08/03/2017 17:47:00.000,42:44:06.0172 S,10:49:49.1600 E,670.192632,0.060138,-0.019906,-0.025315
08/03/2017 17:48:00.000,39:07:17.4264 S,09:41:11.2119 E,668.668409,0.060307,-0.018287,-0.025424
08/03/2017 17:49:00.000,35:29:55.0396 S,08:37:45.4507 E,667.147815,0.060452,-0.017000,-0.025196
08/03/2017 17:50:00.000,31:52:03.5648 S,07:38:28.7370 E,665.650843,0.060577,-0.015970,-0.024640
08/03/2017 17:51:00.000,28:13:46.8911 S,06:42:31.7895 E,664.196869,0.060686,-0.015143,-0.023768
08/03/2017 17:52:00.000,24:35:08.3604 S,05:49:15.3292 E,662.804346,0.060780,-0.014479,-0.022597
08/03/2017 17:53:00.000,20:56:10.9512 S,04:58:07.3896 E,661.490520,0.060861,-0.013949,-0.021151
08/03/2017 17:54:00.000,17:16:57.4043 S,04:08:41.3927 E,660.271155,0.060929,-0.013532,-0.019456
08/03/2017 17:55:00.000,13:37:30.3084 S,03:20:34.7378 E,659.160288,0.060986,-0.013212,-0.017542
08/03/2017 17:56:00.000,09:57:52.1587 S,02:33:27.7365 E,658.170014,0.061032,-0.012978,-0.015444
08/03/2017 17:57:00.000,06:18:05.3970 S,01:47:02.7845 E,657.310301,0.061066,-0.012821,-0.013198
08/03/2017 17:58:00.000,02:38:12.4376 S,01:01:03.6911 E,656.588841,0.061089,-0.012738,-0.010844
08/03/2017 17:59:00.000,01:01:44.3144 N,00:15:15.1111 E,656.010944,0.061101,-0.012724,-0.008421
08/03/2017 18:00:00.000,04:41:42.4505 N,00:30:37.9635 W,655.579471,0.061102,-0.012779,-0.005971
08/03/2017 18:01:00.000,08:21:39.5480 N,01:16:50.6898 W,655.294808,0.061091,-0.012906,-0.003535
08/03/2017 18:02:00.000,12:01:33.1585 N,02:03:38.8698 W,655.154894,0.061070,-0.013108,-0.001153
08/03/2017 18:03:00.000,15:41:20.7930 N,02:51:19.4914 W,655.155276,0.061036,-0.013393,0.001135
08/03/2017 18:04:00.000,19:20:59.8999 N,03:40:11.3543 W,655.289220,0.060991,-0.013770,0.003293
08/03/2017 18:05:00.000,23:00:27.8313 N,04:30:35.8315 W,655.547852,0.060932,-0.014253,0.005287
08/03/2017 18:06:00.000,26:39:41.7945 N,05:22:57.8339 W,655.920340,0.060861,-0.014862,0.007084
08/03/2017 18:07:00.000,30:18:38.7778 N,06:17:47.0760 W,656.394109,0.060775,-0.015622,0.008659
08/03/2017 18:08:00.000,33:57:15.4441 N,07:15:39.7837 W,656.955083,0.060673,-0.016567,0.009989
08/03/2017 18:09:00.000,37:35:27.9725 N,08:17:21.0605 W,657.587952,0.060551,-0.017747,0.011054
08/03/2017 18:10:00.000,41:13:11.8257 N,09:23:48.2496 W,658.276453,0.060406,-0.019228,0.011843
08/03/2017 18:11:00.000,44:50:21.4017 N,10:36:15.8302 W,659.003674,0.060232,-0.021103,0.012345
08/03/2017 18:12:00.000,48:26:49.5029 N,11:56:22.7435 W,659.752355,0.060020,-0.023508,0.012559
08/03/2017 18:13:00.000,52:02:26.5081 N,13:26:23.6700 W,660.505203,0.059756,-0.026644,0.012486
08/03/2017 18:14:00.000,55:36:59.0385 N,15:09:26.9490 W,661.245190,0.059419,-0.030815,0.012133
08/03/2017 18:15:00.000,59:10:07.7297 N,17:10:04.0762 W,661.955858,0.058973,-0.036502,0.011512
08/03/2017 18:16:00.000,62:41:23.3442 N,19:35:00.1969 W,662.621600,0.058359,-0.044491,0.010639
08/03/2017 18:17:00.000,66:09:59.6328 N,22:34:44.3288 W,663.227932,0.057475,-0.056127,0.009536
08/03/2017 18:18:00.000,69:34:39.4346 N,26:26:17.8818 W,663.761735,0.056126,-0.073814,0.008226
08/03/2017 18:19:00.000,72:53:05.7883 N,31:38:41.6508 W,664.211482,0.053927,-0.102043,0.006739
08/03/2017 18:20:00.000,76:00:57.8987 N,39:03:33.7954 W,664.567429,0.050057,-0.149286,0.005105
08/03/2017 18:21:00.000,78:49:24.1378 N,50:13:17.6591 W,664.821781,0.042701,-0.229662,0.003358
08/03/2017 18:22:00.000,80:59:59.2414 N,67:28:16.0384 W,664.968819,0.028295,-0.350307,0.001534
08/03/2017 18:23:00.000,82:00:45.9050 N,91:47:16.0788 W,665.005000,0.004024,-0.442882,-0.000331
08/03/2017 18:24:00.000,81:26:20.7675 N,117:24:49.6975 W,664.929015,-0.022236,-0.386442,-0.002199
08/03/2017 18:25:00.000,79:32:11.1349 N,136:48:23.8253 W,664.741812,-0.039465,-0.261036,-0.004033
08/03/2017 18:26:00.000,76:52:11.3689 N,149:28:04.2058 W,664.446585,-0.048413,-0.168381,-0.005794
08/03/2017 18:27:00.000,73:48:42.6539 N,157:46:05.6269 W,664.048720,-0.053040,-0.113226,-0.007448
08/03/2017 18:28:00.000,70:32:43.5152 N,163:30:04.4758 W,663.555712,-0.055609,-0.080611,-0.008960
08/03/2017 18:29:00.000,67:09:32.3437 N,167:41:16.6870 W,662.977042,-0.057152,-0.060470,-0.010299
08/03/2017 18:30:00.000,63:41:52.8936 N,170:53:50.8903 W,662.324019,-0.058146,-0.047399,-0.011434
08/03/2017 18:31:00.000,60:11:15.6331 N,173:27:32.6887 W,661.609599,-0.058826,-0.038529,-0.012341
08/03/2017 18:32:00.000,56:38:33.8795 N,175:34:22.2109 W,660.848167,-0.059314,-0.032275,-0.012997
08/03/2017 18:33:00.000,53:04:20.8539 N,177:21:57.5501 W,660.055295,-0.059679,-0.027726,-0.013386
08/03/2017 18:34:00.000,49:28:58.2806 N,178:55:22.3540 W,659.247477,-0.059963,-0.024329,-0.013493
08/03/2017 18:35:00.000,45:52:40.9953 N,179:41:54.7301 E,658.441852,-0.060189,-0.021737,-0.013311
