"Time (DD/MM/YYYY)","Lat (DMS)","Lon (DMS)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
08/03/2017 22:31:00.000,75:43:21.3424 S,34:13:24.1887 W,681.177038,0.050308,-0.142847,-0.009012
08/03/2017 22:32:00.000,72:35:05.0381 S,41:20:34.0418 W,680.553248,0.053932,-0.098362,-0.011748
08/03/2017 22:33:00.000,69:16:51.6250 S,46:22:39.0381 W,679.770069,0.056015,-0.071614,-0.014317
08/03/2017 22:34:00.000,65:52:42.5744 S,50:07:53.7908 W,678.838577,0.057307,-0.054742,-0.016684
08/03/2017 22:35:00.000,62:24:45.8011 S,53:03:34.2586 W,677.771853,0.058164,-0.043579,-0.018818
08/03/2017 22:36:00.000,58:54:13.8707 S,55:25:46.7174 W,676.584788,0.058765,-0.035876,-0.020690
08/03/2017 22:37:00.000,55:21:50.4934 S,57:24:29.8453 W,675.293864,0.059208,-0.030372,-0.022276
08/03/2017 22:38:00.000,51:48:03.3856 S,59:06:11.2762 W,673.916901,0.059548,-0.026321,-0.023555
08/03/2017 22:39:00.000,48:13:10.9291 S,60:35:11.9424 W,672.472794,0.059817,-0.023268,-0.024512
08/03/2017 22:40:00.000,44:37:25.8218 S,61:54:33.5583 W,670.981221,0.060038,-0.020921,-0.025137
08/03/2017 22:41:00.000,41:00:57.1838 S,63:06:26.5054 W,669.462346,0.060222,-0.019087,-0.025423
08/03/2017 22:42:00.000,37:23:51.8238 S,64:12:26.8522 W,667.936505,0.060379,-0.017638,-0.025371
08/03/2017 22:43:00.000,33:46:15.0305 S,65:13:47.1094 W,666.423893,0.060514,-0.016481,-0.024985
08/03/2017 22:44:00.000,30:08:11.0809 S,66:11:23.2415 W,664.944252,0.060631,-0.015554,-0.024276
08/03/2017 22:45:00.000,26:29:43.5761 S,67:05:59.3698 W,663.516559,0.060732,-0.014808,-0.023259
08/03/2017 22:46:00.000,22:50:55.6661 S,67:58:11.0107 W,662.158731,0.060820,-0.014211,-0.021953
08/03/2017 22:47:00.000,19:11:50.2037 S,68:48:27.3611 W,660.887342,0.060895,-0.013737,-0.020384
08/03/2017 22:48:00.000,15:32:29.8484 S,69:37:12.9538 W,659.717368,0.060958,-0.013368,-0.018580
08/03/2017 22:49:00.000,11:52:57.1386 S,70:24:48.8867 W,658.661948,0.061010,-0.013090,-0.016573
08/03/2017 22:50:00.000,08:13:14.5404 S,71:11:33.7637 W,657.732188,0.061050,-0.012894,-0.014399
08/03/2017 22:51:00.000,04:33:24.4797 S,71:57:44.4400 W,656.936990,0.061079,-0.012773,-0.012096
08/03/2017 22:52:00.000,00:53:29.3649 S,72:43:36.6373 W,656.282926,0.061096,-0.012722,-0.009703
08/03/2017 22:53:00.000,02:46:28.3984 N,73:29:25.4791 W,655.774147,0.061103,-0.012741,-0.007261
08/03/2017 22:54:00.000,06:26:26.3961 N,74:15:25.9840 W,655.412337,0.061099,-0.012831,-0.004812
08/03/2017 22:55:00.000,10:06:22.1947 N,75:01:53.5524 W,655.196715,0.061083,-0.012993,-0.002396
08/03/2017 22:56:00.000,13:46:13.3284 N,75:49:04.4793 W,655.124071,0.061055,-0.013233,-0.000053
08/03/2017 22:57:00.000,17:25:57.2814 N,76:37:16.5304 W,655.188850,0.061016,-0.013560,0.002179
08/03/2017 22:58:00.000,21:05:31.4612 N,77:26:49.6249 W,655.383280,0.060965,-0.013986,0.004263
08/03/2017 22:59:00.000,24:44:53.1581 N,78:18:06.6846 W,655.697530,0.060900,-0.014526,0.006168
08/03/2017 23:00:00.000,28:23:59.4858 N,79:11:34.7268 W,656.119911,0.060822,-0.015203,0.007864
08/03/2017 23:01:00.000,32:02:47.2934 N,80:07:46.3191 W,656.637101,0.060729,-0.016046,0.009326
08/03/2017 23:02:00.000,35:41:13.0369 N,81:07:21.5684 W,657.234400,0.060618,-0.017096,0.010532
08/03/2017 23:03:00.000,39:19:12.5889 N,82:11:10.9087 W,657.896008,0.060486,-0.018410,0.011468
08/03/2017 23:04:00.000,42:56:40.9576 N,83:20:19.1098 W,658.605314,0.060328,-0.020064,0.012122
08/03/2017 23:05:00.000,46:33:31.8621 N,84:36:11.1890 W,659.345202,0.060137,-0.022172,0.012488
08/03/2017 23:06:00.000,50:09:37.0786 N,86:00:41.3737 W,660.098354,0.059903,-0.024894,0.012566
08/03/2017 23:07:00.000,53:44:45.4054 N,87:36:27.1034 W,660.847566,0.059607,-0.028476,0.012359
08/03/2017 23:08:00.000,57:18:40.9688 N,89:27:11.6443 W,661.576042,0.059223,-0.033295,0.011878
08/03/2017 23:09:00.000,60:51:00.3356 N,91:38:21.9971 W,662.267693,0.058707,-0.039954,0.011135
08/03/2017 23:10:00.000,64:21:07.3561 N,94:18:15.1001 W,662.907412,0.057981,-0.049463,0.010151
08/03/2017 23:11:00.000,67:48:03.4358 N,97:39:58.6585 W,663.481333,0.056908,-0.063585,0.008946
08/03/2017 23:12:00.000,71:10:08.0062 N,102:05:21.3498 W,663.977067,0.055221,-0.085544,0.007549
08/03/2017 23:13:00.000,74:24:16.6315 N,108:12:23.9408 W,664.383912,0.052372,-0.121431,0.005989
08/03/2017 23:14:00.000,77:24:25.8999 N,117:09:31.8581 W,664.693029,0.047162,-0.182424,0.004297
08/03/2017 23:15:00.000,79:57:59.1860 N,130:54:24.7449 W,664.897595,0.036999,-0.283254,0.002509
08/03/2017 23:16:00.000,81:39:52.7798 N,151:42:16.5456 W,664.992916,0.017838,-0.407240,0.000661
08/03/2017 23:17:00.000,81:56:19.0948 N,177:48:22.2405 W,664.976503,-0.009157,-0.434905,-0.001209
08/03/2017 23:18:00.000,80:39:43.8942 N,159:00:51.9662 E,664.848119,-0.031736,-0.325946,-0.003065
08/03/2017 23:19:00.000,78:19:59.6283 N,143:05:15.6513 E,664.609781,-0.044484,-0.211365,-0.004868
08/03/2017 23:20:00.000,75:26:52.9417 N,132:47:10.5392 E,664.265733,-0.050977,-0.138414,-0.006583
08/03/2017 23:21:00.000,72:16:31.7300 N,125:52:37.0935 E,663.822375,-0.054438,-0.095639,-0.008173
08/03/2017 23:22:00.000,68:56:39.3345 N,120:58:24.2628 E,663.288159,-0.056434,-0.069875,-0.009606
08/03/2017 23:23:00.000,65:31:05.6468 N,117:18:17.4351 E,662.673457,-0.057676,-0.053580,-0.010851
08/03/2017 23:24:00.000,62:01:53.0487 N,114:26:06.9622 E,661.990384,-0.058500,-0.042769,-0.011881
08/03/2017 23:25:00.000,58:30:11.3449 N,112:06:23.4414 E,661.252601,-0.059077,-0.035291,-0.012671
08/03/2017 23:26:00.000,54:56:42.8238 N,110:09:29.4760 E,660.475084,-0.059500,-0.029936,-0.013202
08/03/2017 23:27:00.000,51:21:54.4690 N,108:29:10.2488 E,659.673877,-0.059823,-0.025989,-0.013458
08/03/2017 23:28:00.000,47:46:04.3024 N,107:01:12.8638 E,658.865813,-0.060077,-0.023010,-0.013428
08/03/2017 23:29:00.000,44:09:24.8745 N,105:42:40.8313 E,658.068228,-0.060281,-0.020717,-0.013107
08/03/2017 23:30:00.000,40:32:05.2820 N,104:31:27.2759 E,657.298660,-0.060450,-0.018925,-0.012493
08/03/2017 23:31:00.000,36:54:12.3842 N,103:25:58.5469 E,656.574538,-0.060591,-0.017507,-0.011592
08/03/2017 23:32:00.000,33:15:51.5639 N,102:25:03.8407 E,655.912876,-0.060709,-0.016375,-0.010412
08/03/2017 23:33:00.000,29:37:07.2164 N,101:27:48.4209 E,655.329962,-0.060809,-0.015467,-0.008969
08/03/2017 23:34:00.000,25:58:03.0728 N,100:33:29.0638 E,654.841064,-0.060893,-0.014738,-0.007281
08/03/2017 23:35:00.000,22:18:42.4156 N,99:41:30.9167 E,654.460144,-0.060962,-0.014155,-0.005373
08/03/2017 23:36:00.000,18:39:08.2256 N,98:51:25.2753 E,654.199598,-0.061019,-0.013693,-0.003273
08/03/2017 23:37:00.000,14:59:23.2819 N,98:02:47.9728 E,654.070015,-0.061062,-0.013335,-0.001012
08/03/2017 23:38:00.000,11:19:30.2294 N,97:15:18.1795 E,654.079968,-0.061094,-0.013066,0.001373
08/03/2017 23:39:00.000,07:39:31.6252 N,96:28:37.4820 E,654.235839,-0.061114,-0.012879,0.003845
08/03/2017 23:40:00.000,03:59:29.9685 N,95:42:29.1521 E,654.541682,-0.061122,-0.012766,0.006365
08/03/2017 23:41:00.000,00:19:27.7217 N,94:56:37.5393 E,654.999125,-0.061119,-0.012724,0.008891
08/03/2017 23:42:00.000,03:20:32.6764 S,94:10:47.5412 E,655.607315,-0.061105,-0.012751,0.011382
08/03/2017 23:43:00.000,07:00:28.7988 S,93:24:44.1110 E,656.362902,-0.061079,-0.012848,0.013796
08/03/2017 23:44:00.000,10:40:18.2200 S,92:38:11.7698 E,657.260077,-0.061043,-0.013019,0.016093
08/03/2017 23:45:00.000,14:19:58.5025 S,91:50:54.0881 E,658.290642,-0.060995,-0.013269,0.018234
08/03/2017 23:46:00.000,17:59:27.1777 S,91:02:33.1020 E,659.444128,-0.060935,-0.013607,0.020183
08/03/2017 23:47:00.000,21:38:41.7168 S,90:12:48.6155 E,660.707949,-0.060864,-0.014045,0.021905
08/03/2017 23:48:00.000,25:17:39.4888 S,89:21:17.3329 E,662.067597,-0.060780,-0.014599,0.023370
08/03/2017 23:49:00.000,28:56:17.6969 S,88:27:31.7355 E,663.506863,-0.060683,-0.015293,0.024553
08/03/2017 23:50:00.000,32:34:33.2861 S,87:30:58.5842 E,665.008091,-0.060570,-0.016157,0.025430
08/03/2017 23:51:00.000,36:12:22.8079 S,86:30:56.8682 E,666.552453,-0.060441,-0.017232,0.025986
08/03/2017 23:52:00.000,39:49:42.2224 S,85:26:34.9230 E,668.120243,-0.060291,-0.018577,0.026208
08/03/2017 23:53:00.000,43:26:26.6040 S,84:16:46.2790 E,669.691183,-0.060115,-0.020273,0.026089
08/03/2017 23:54:00.000,47:02:29.6987 S,83:00:03.5259 E,671.244736,-0.059907,-0.022435,0.025627
08/03/2017 23:55:00.000,50:37:43.2411 S,81:34:28.9909 E,672.760428,-0.059654,-0.025231,0.024827
08/03/2017 23:56:00.000,54:11:55.8727 S,79:57:20.1426 E,674.218155,-0.059339,-0.028915,0.023696
08/03/2017 23:57:00.000,57:44:51.3660 S,78:04:45.9555 E,675.598492,-0.058934,-0.033880,0.022250
08/03/2017 23:58:00.000,61:16:05.5901 S,75:51:07.1847 E,676.882986,-0.058392,-0.040757,0.020505
08/03/2017 23:59:00.000,64:45:01.0713 S,73:07:46.7939 E,678.054432,-0.057632,-0.050604,0.018486
09/03/2017 00:00:00.000,68:10:36.6909 S,69:41:02.6535 E,679.097132,-0.056508,-0.065272,0.016219

